"source","target"
137203,127599
137372,104323
137424,124806
133974,95166
134002,106352
134185,127132
134207,128610
134252,129201
134286,107164
134315,98727
119461,135354
119645,127402
119751,140669
119836,124916
119840,100370
119895,130047
136407,126333
136442,129543
136448,151322
136587,114752
136631,121192
136643,89981
136669,126258
120003,120621
120004,91280
120010,103604
120054,132540
120125,132147
120158,117257
120169,126099
120209,133836
120233,110791
120542,111800
131775,113101
131808,111618
132159,113148
140249,125413
140258,131625
140262,139666
140296,150422
137392,108957
137479,111712
137538,128525
137568,86620
137663,114805
137673,103992
132795,127758
132895,131883
132934,96933
132943,67252
132948,93084
132977,115624
132986,129467
133045,124271
133122,126333
133151,150318
133153,119621
133252,150238
133448,83831
136681,137874
136792,104458
136999,101260
137125,133649
137221,85752
137371,90391
137401,107540
137600,107272
137499,91677
137543,128189
137572,102863
137662,115808
137772,97491
137799,94858
120738,129605
120846,72473
120862,115901
120972,105327
121019,68430
121029,104227
121039,127010
121061,104230
121120,97553
121148,84885
121151,90362
121162,112655
121368,115154
140482,139065
140643,126758
140649,133197
140660,105327
140677,130728
132219,107272
132222,105175
132229,125640
132267,86059
132270,129237
132291,95606
132298,126328
132300,125816
132335,112009
132431,151430
124479,115624
124481,121751
124560,118183
124577,78925
124607,126331
124805,126227
124856,150756
124872,109798
124906,106010
124977,78156
134582,136836
134646,46100
134705,110990
134772,151322
133640,153539
133653,114050
133663,89670
133696,119458
133736,116627
133779,121092
133912,101868
121621,104403
121672,102241
121960,113804
132454,119772
132463,89869
132515,127265
132551,122947
132561,72688
132583,132213
132589,100212
132683,129577
132693,133889
132699,151091
132721,120004
132731,135162
132814,111605
132822,105327
137679,137567
133083,91901
133214,111252
133308,72624
122367,129331
122467,113013
122498,136268
122587,120846
122859,128525
137946,134327
137966,123826
138002,139094
138067,140387
138237,111800
138303,99398
138312,94441
138352,131127
138442,110068
138477,97806
138715,114752
138815,114469
138817,137164
138862,121107
138905,128602
138925,127709
137853,97327
137938,89983
137954,111800
138024,136587
138030,113208
138180,129935
138388,66297
134011,77381
134024,87787
134045,104865
134090,108219
134118,
134217,110853
134241,150407
134269,92753
134296,139775
134379,97471
122895,105057
122957,100216
123015,96395
123170,133977
123222,90300
123310,100027
123323,152632
123375,87260
134512,135792
134586,79723
134765,150386
125045,121108
125051,110132
125090,125101
125247,93195
125334,118946
125408,97806
125487,89983
125543,113339
125714,91959
125748,99503
125905,111983
125963,129331
125970,130292
126016,100475
126046,104334
126089,111380
126103,109399
126119,99191
126134,94117
126180,114197
126290,107881
126377,153938
126465,127667
126542,121807
126547,110790
126577,114997
126658,111605
126744,93766
126770,113671
123537,108284
123593,129395
123623,117355
123659,120893
123667,100475
123706,108000
138724,125235
138732,134657
138733,134657
138809,132420
138835,132932
138885,113002
138898,105733
138955,125679
134864,129772
134879,153775
135113,128495
135162,86680
135198,130950
133565,116627
133581,123540
133655,86598
134092,116393
134106,135254
134116,97801
134182,96437
134225,81330
134311,111754
134320,117285
134329,140099
134436,129870
134446,128312
134449,131563
134480,153230
134487,110770
134519,86397
134520,119837
134527,108510
138166,75762
138337,94650
138933,92057
139045,126765
139075,91365
139114,108082
139128,
139145,139142
139177,98055
139204,98538
139403,123814
139508,128671
139627,130950
139631,131451
139809,122931
139818,121822
139846,140692
139927,100140
139191,125815
139230,111577
139243,133047
139252,91959
139264,107235
127025,112559
127052,128495
127117,88591
127144,109863
127169,137199
127193,107540
127294,137985
127327,135350
127338,119051
127368,120973
127379,123485
127440,112685
127445,107164
127476,107272
127599,86121
127609,100458
127616,75679
127761,136277
127838,89053
127934,134104
128303,129466
128343,123593
128400,97471
128450,108021
128487,105923
128510,127010
128564,100089
128565,133157
128599,123024
128613,128747
134977,67262
135053,68158
135083,66297
135183,101814
123821,135354
123846,123214
123894,91016
124001,136152
124003,121834
124268,77688
124291,91959
124324,72692
135246,121108
135306,141180
135352,92982
135418,97495
135483,124667
135497,131440
135512,107881
135635,92174
135674,104558
135747,97121
135831,115844
135844,89061
136100,121194
134688,109424
134861,92083
134907,132522
138399,141180
138670,112444
138690,150318
138723,133529
139949,100458
139981,119772
140079,131451
140080,94349
140122,89983
140124,89983
140161,
140167,102218
140202,123051
140265,90574
136230,133773
136334,121140
136410,100089
136424,130188
136447,151322
136485,130188
136511,130047
136571,133696
138836,132252
139019,128090
139065,110663
139138,
139161,141111
139225,140645
139263,106427
134960,114805
135085,120209
135102,94017
135276,76377
135348,103115
135555,128702
135605,128610
136169,120010
139901,91959
128641,83915
128724,106663
128965,104323
129068,131090
129304,127012
129374,112332
129379,124520
129500,98403
129557,115631
129673,109571
129782,103116
129787,141141
129810,96538
129841,107176
129856,81826
129941,116321
130019,125815
130084,108510
130106,126765
130127,94947
130144,124271
130196,123814
135522,138692
135643,153259
135651,140310
135758,140966
135781,101242
124609,121548
124653,153759
124708,92279
124803,57209
124874,96806
124898,130502
124907,97092
124908,112068
124975,120151
125060,123164
125092,125815
125128,85438
125134,105057
125154,127169
125235,127299
125236,127832
125458,104230
125466,73676
125481,122850
125640,124222
125661,
136634,136562
136657,134091
136703,152632
136719,104955
136770,100458
136809,100475
136829,89981
136315,97121
136518,92627
136538,82004
136566,131241
136585,129303
136785,127730
139513,95375
139673,128295
140329,150919
140475,138920
140602,114805
140671,102538
140072,134150
140083,75170
140103,139783
140132,126805
140151,124637
140177,92083
135794,102690
135815,96132
135874,138679
135889,126162
135898,139818
135905,90242
135986,98538
135995,122983
136002,133132
136110,95715
125815,107790
125903,119458
125922,137393
125935,124193
125965,75794
125996,103547
126072,124760
126084,117950
126090,110854
126117,151341
126120,115201
126132,90319
126569,127132
126576,111599
126609,84885
126692,55975
126766,114752
126839,124335
136149,112035
136290,77338
136437,102965
130217,116447
130240,120003
130290,108356
130326,100714
130351,112009
130354,93999
130513,87795
130526,154662
130533,126328
130536,123616
130721,69123
130757,103826
136653,99398
136769,89983
136805,55955
136909,72624
137157,90362
137222,127146
137368,121850
139844,140099
139853,103571
139921,139783
139953,139239
139971,121182
140109,85713
140115,98457
140119,93250
140156,114262
140220,94754
140244,
140246,135350
140253,103588
126952,110389
127034,121014
127073,124278
127099,113305
127118,86899
127129,128432
127145,128069
127165,95696
127214,133173
127265,130365
127407,121182
137104,76176
137150,122528
137164,136813
137365,124901
137377,127153
137393,79356
137404,132522
137567,126328
137576,140957
137776,96806
140282,127169
140292,110638
140309,131175
140334,98736
140423,125367
140484,101974
131065,130950
131127,109571
131172,103300
131246,135350
131396,108017
131480,106488
131495,98637
127489,152989
127499,120757
127696,153236
127709,103506
127712,105992
127794,105057
127862,124760
127873,92083
127898,113468
127943,120020
128071,101633
128086,117791
128090,55955
128112,85412
140481,140827
140545,120263
140637,97557
140656,73396
137017,55917
137031,151874
137145,125481
137395,153747
140550,66297
131544,85713
131700,103303
137829,93250
137965,121822
128169,139243
128223,81936
128304,128545
128328,109526
128422,111800
128522,136538
128643,95881
128650,67252
128653,100140
128723,79640
128983,129331
128991,125080
129012,78156
129069,107503
129130,107568
129193,124481
137564,127401
137581,123369
137651,86010
137654,126215
137801,131491
137546,124773
137638,102709
137661,97557
137682,139986
137685,96806
137832,121548
137947,92972
138270,153420
138292,99013
138376,115988
138298,127169
138320,101868
138355,77338
138408,79893
138440,92229
138459,150141
138687,124193
138704,112185
138711,112559
138555,84885
138669,103169
138684,92030
138692,121662
129275,116447
129303,104299
129331,109863
129393,93224
129555,83031
129608,101504
129668,122744
129669,154662
129674,129393
129750,123007
129781,154782
132090,128090
132181,135499
132185,116130
132232,127078
137865,123051
137934,89983
138027,93145
138139,127010
138808,88634
138822,130502
138886,105087
138913,108353
138934,122968
129869,137817
129886,82868
129947,98551
130020,152817
138721,101504
138881,130128
138977,99398
139016,140669
139066,131609
139099,136461
139100,125474
139201,117826
139261,70487
139390,136984
139672,100171
139765,93294
139791,136572
139945,101961
140027,139492
132481,121548
132554,127144
132579,97333
132605,140827
132636,131160
132641,131129
132734,118581
138279,114805
138313,113671
138371,121548
138378,129237
138493,135083
138547,151301
138563,98608
130099,101868
130145,84644
130177,84644
130207,104758
130228,86605
130281,101766
130319,88968
130348,81081
138679,151829
138707,103128
138716,97049
138863,119288
138961,100216
139073,122968
139140,139143
139146,129303
139166,114752
139231,153743
132921,115988
132944,111712
133038,140545
140125,89983
140245,96288
140252,139016
140283,104782
140293,82826
140414,108158
140485,94037
139621,130950
139812,128408
139892,127010
130545,131170
130580,111717
130756,103299
130867,115469
130883,125126
139168,138432
139199,138692
133145,134108
133157,91797
133537,102217
133540,116627
133572,152142
139928,124469
139959,125101
139980,153236
140086,151197
140088,105467
140112,132468
140123,89983
140133,137567
140145,150638
140168,110252
140169,154343
133612,131476
133644,131476
133713,128312
133856,108949
133863,105834
130909,125244
130964,106010
131188,94591
131250,134286
131269,132445
131275,134327
131310,123962
139482,140075
139804,126854
140669,128422
131397,135350
131461,106010
131500,94883
131684,104871
134191,133529
134221,122931
134292,86687
134334,105434
134439,55955
134472,150422
134581,127730
134689,121014
134690,97557
134714,98359
134920,89121
140279,102560
140305,123051
140489,104782
139827,138679
139834,92516
139835,127489
139957,98551
140011,134150
131788,84885
131856,124001
131857,117791
132158,129228
132277,106335
132312,102947
132351,107597
132424,137922
132527,77493
132553,121013
135066,121107
135070,114805
135087,91776
135142,127299
135153,92360
135179,127146
135446,93860
140193,150941
140237,110105
140256,129577
140303,150876
140335,110790
140385,109863
140427,93284
140428,92252
135551,103771
135613,125815
135759,126996
135785,110999
135805,110999
135836,103191
140549,66297
132679,107019
132794,126996
132796,72624
132893,137624
132922,125236
135895,121668
135901,140166
136045,89981
136059,115469
136093,103159
136121,78925
136152,151952
136280,151138
132951,125193
132978,131160
133007,93199
133021,124812
133036,46464
133047,98336
133127,99503
133154,105137
133159,151401
133313,109996
136606,139818
136682,132213
136798,104782
136801,104299
136821,128495
133343,101134
133408,129466
133522,116087
133545,96806
133559,125235
133662,131203
133715,94883
133728,76873
133758,134473
133778,136502
133780,92980
133783,128189
133813,125101
133838,90242
133886,150941
133975,152632
134007,83581
134035,112009
134061,134286
134211,125292
134415,103506
134504,107394
134945,121735
134972,116447
135072,97163
135080,153236
135099,80451
135118,130950
135119,66297
135152,92083
135178,129393
135254,101320
135322,127667
135378,100076
135407,125391
135621,99398
135658,98608
135686,79775
135718,104449
135859,127642
135902,127308
135911,95486
135951,111577
136000,67252
136067,137922
136080,98328
137090,94999
137133,110663
137141,133157
137165,104323
136212,84644
136224,125819
136225,151874
136607,128189
137355,90141
137379,129621
137421,128189
137522,125080
137529,70857
136689,116202
137004,98599
137039,154560
137582,137581
137843,118498
137877,95401
137198,113305
137354,127758
137416,106588
137420,141225
137488,138166
137495,111621
137515,129071
137571,126683
138182,95828
138190,130029
138317,135083
137608,88028
137764,125800
137817,138692
137842,97163
137878,94885
137882,114776
137891,133915
137922,91987
137964,132540
138022,117570
138392,135070
138423,125816
138430,124271
138564,118498
138668,109272
138695,127132
138812,106335
138823,152591
138840,107503
138948,127832
138968,136801
138987,113305
138995,96270
139005,124329
138033,154202
139124,104443
139135,153360
139149,139143
139169,97131
139170,138821
139174,123370
139277,132445
139278,150364
139395,130365
139399,123593
138432,115659
138449,97557
138466,121140
138729,94349
138824,108295
138969,121598
138996,
139055,111633
139067,136984
139105,132523
139130,101828
139136,111800
139181,76176
139209,119622
139238,111577
139239,141106
139279,104443
139349,104558
139427,66297
139441,66297
139516,132420
139524,100463
139663,154464
139493,100714
139684,97557
139700,132468
139786,130950
139800,125819
139906,120636
139978,122478
140014,77338
139799,106467
139832,110791
139879,107272
139884,109346
139972,101814
140076,115201
140192,132942
140087,94017
140173,53158
140194,126333
140199,125236
140272,55955
140300,110151
140424,128422
140204,131203
140235,135142
140273,122559
140320,91164
140323,93227
140409,114469
140477,132420
140546,66297
140645,136801
140661,84885
34442,100370
35679,92090
42505,138876
46351,73348
48402,95426
50257,91559
52592,94813
58020,108017
59201,92244
61208,97700
62333,95426
62473,59199
64657,100893
66380,119826
67772,72412
68862,113746
70279,103036
71195,115961
73754,115154
75368,113671
76391,134091
77493,130365
79893,91975
80451,105824
80839,110059
81099,125394
82991,97491
83005,114141
83035,140023
83581,129395
83642,106318
83807,123537
83876,135354
84177,76390
84611,96132
84885,98283
84998,137558
85299,109996
85300,114081
85354,128729
85409,45
85433,90711
85903,134091
86340,119962
86634,89614
87122,100458
87290,124122
87405,117257
87443,103300
87632,124273
88080,126765
88469,77240
88637,108480
88718,129632
89130,98157
89493,153741
89869,76928
89882,131090
90025,91559
90183,123935
90193,115469
90237,77240
90496,109889
90532,122983
90534,130029
90649,153759
90721,109274
90878,138432
91177,126237
91310,150876
91367,97350
91531,110791
91794,93645
91797,124278
91829,94536
92093,99565
92252,91797
92633,84644
92771,114262
92838,90237
92982,110252
93208,81797
93224,92074
93271,151301
93456,
93615,127191
93849,89959
93992,106387
94179,98336
94221,74009
94231,138948
94439,118946
94569,89450
95276,127402
95400,136639
95430,97277
95718,91987
95739,133990
95781,116851
95782,95606
95811,152142
95967,130365
96163,126162
96196,89053
96207,133696
96250,106387
96253,100714
96306,151872
96401,86680
96804,120621
96823,103299
97360,108506
97769,150293
97794,124806
97815,140027
97822,124271
97984,59209
98042,
98306,69123
98327,141140
98403,108141
98451,131402
98580,86425
98599,105127
98608,150340
98731,94231
98796,122910
98929,133137
99413,103565
99509,84885
99561,112451
99607,92056
100027,72692
100196,140145
100359,139136
100772,89983
100812,124725
100825,130047
101155,91583
101173,114141
101255,102690
101281,118898
101413,97049
101726,105327
101797,99565
101833,67262
101889,140027
101966,133889
102465,123024
102511,93766
102544,93645
102550,127132
102775,127118
102802,98727
103004,95375
103028,93987
103348,94117
103361,
103503,114776
103504,102709
103579,96395
103695,110790
103733,103571
103742,150309
103780,151165
104352,112876
104458,91941
104572,89121
104609,124690
104711,108506
105089,112068
105192,86899
105270,95375
105432,103207
105487,129051
105612,68862
105787,86346
105824,128708
105921,110270
106023,109359
106224,117908
106270,140310
106455,111577
107115,140692
107301,97049
107412,130499
107494,110638
107523,129245
107613,105175
107882,63001
107924,85752
107971,150906
108009,96865
108219,109833
108352,96316
108354,97755
108366,110132
108384,91901
108732,129331
108798,117355
108957,79356
108975,87766
109272,72688
109418,91942
109467,88165
109526,136631
109657,103780
109683,121108
109818,91942
109849,98934
109866,100857
109913,98343
109968,114997
110180,88292
110316,99398
110366,134786
110553,134700
110669,125190
110853,90436
111295,93645
111392,92753
111591,135792
111594,83581
111717,127832
111792,113917
111828,108252
111867,138692
111973,124233
112008,126854
112025,94231
112070,99565
112360,85579
112473,150941
112920,123078
113054,133047
113092,97316
113183,99565
113475,89450
113538,94750
113558,93451
113574,
113671,95166
113776,127010
113854,100771
114030,104878
114076,108480
114240,98336
114387,72624
114608,112525
114653,94883
114860,129071
114977,115772
115030,127436
115098,150521
115165,124884
115285,93402
115662,118946
115682,89959
115800,113339
115815,100565
115988,139246
116154,98551
116636,96804
116724,94778
116813,120507
116849,110999
117168,109035
117221,113004
117285,72624
117346,95166
117359,107597
117625,105733
117717,136639
117909,135060
118005,129032
118206,83811
118886,121960
118892,129772
118987,125623
119272,76377
119458,86948
119573,89660
119605,91280
120030,154297
120093,109863
120170,102709
120502,94999
120591,89450
120621,98359
120768,92298
121041,126308
121182,150798
121431,102467
121784,108150
121787,108354
121807,89869
122159,91585
122458,126683
122482,108284
122505,112655
122536,109448
122730,98731
122744,99013
122853,124278
122856,154082
122914,108356
122963,102198
122983,101408
122984,123051
122996,100076
122997,129051
123051,119603
123053,103803
123079,124773
123191,107164
123231,124667
123330,123201
123518,102512
123543,77338
123546,72624
123634,113575
123683,153257
123696,137199
123828,133727
123913,154343
123916,90316
124020,90319
124098,103571
124200,140333
124344,97049
124398,126258
124576,78031
124639,104703
124648,123214
124707,93224
124744,128741
124782,134786
124951,127169
125216,137889
125285,67252
125314,89053
125366,97635
125367,135889
125386,124760
125465,112525
125670,136572
125764,77338
125936,77381
125944,121380
125980,139968
125982,102992
126005,105434
126015,94999
126104,46464
126114,113305
126271,87632
126286,89670
126464,94943
126529,90316
126539,120507
126822,137954
126825,102465
126866,124520
127028,96804
127050,
127053,95330
127115,119397
127132,89121
127316,123935
127474,122850
127597,104010
127655,135336
127730,134879
127758,95330
127760,93235
127911,115624
128204,93622
128219,128024
128226,118581
128227,132431
128232,124506
128233,133779
128297,151289
128418,103461
128442,94943
128451,131883
128562,119827
128615,115486
128633,121380
128639,123593
128640,120003
128675,130292
128693,91959
128702,94735
128866,154343
128959,140485
129070,118328
129100,132240
129314,91164
129321,153250
129322,131203
129492,114188
129629,129946
129633,140872
129649,75794
129804,128742
129805,129051
129857,103125
129929,92229
129939,89660
130082,90287
130100,99398
130169,85420
130193,129772
130212,118581
130370,115030
130447,135354
130462,138457
130463,59671
130470,122732
130471,98055
130535,121013
130672,112444
130689,154560
130699,105127
130896,139783
131020,103615
131109,135083
131129,102553
131162,125800
131170,107019
131175,102905
131206,110105
131413,112680
131451,130975
131506,127135
131522,153895
131625,127299
131641,133264
131648,121672
131678,105263
131691,128742
131807,153467
131889,76176
132061,130207
132179,111621
132182,98608
132183,98336
132225,111800
132295,112876
132327,87480
132432,110105
132447,134786
132448,135354
132462,110151
132540,106335
132707,135060
132720,117888
132945,98538
132980,
133012,128312
133144,114262
133222,125640
133225,96690
133256,96865
133266,103742
133286,85300
133523,140827
133548,93224
133712,96806
134012,132003
134014,102538
134101,93284
134166,97557
134224,133048
134657,103528
134687,132183
134766,132431
134791,103547
134894,124916
135067,93766
135089,98283
135224,139094
135241,107394
135261,66297
135411,93224
135602,121548
135700,111380
135725,126333
135761,113305
135787,127730
135860,125235
135877,150386
135989,125126
136022,125190
136135,107164
136314,89983
136559,93082
136567,108219
136758,129071
136802,133540
136810,129755
136811,96929
136820,124901
137024,124166
137044,91453
137058,97256
137068,140864
137088,110389
137101,59209
137120,138881
137131,117888
137399,103588
137623,150791
137624,127306
137645,96395
137656,130533
137669,140599
137681,104703
137820,126099
137835,127376
137857,113002
137953,130207
138010,100458
138268,109798
138318,136738
138384,97491
138446,141225
138484,139663
138485,123954
138501,102965
138559,103115
138696,150364
138697,92229
138754,132225
138757,120291
138870,113002
138910,95430
138911,138166
139033,94349
139036,111770
139040,125679
139041,55986
139079,85713
139093,150517
139094,129787
139143,67725
139397,132468
139418,103790
139425,111800
139506,105992
139701,110663
139961,133173
139982,122744
139985,119723
139990,140669
140009,83581
140091,122732
140129,89983
140136,150141
140137,109833
140165,98457
140175,122968
140634,68077
140650,96985
140689,122528
140683,103571
140692,152740
140696,123954
140697,89983
140703,135083
140698,130950
140707,80659
140708,125235
140705,80659
140712,139968
140709,80839
140714,137553
140710,100238
140713,104010
140716,75170
140719,118464
140723,128295
140722,107568
140728,96132
140729,140947
140732,150105
140715,88339
140727,103117
140725,153259
140721,103571
140736,134657
140740,89983
140731,134338
140738,89983
140734,85713
140737,88339
140735,95881
140774,89983
140775,150100
140773,89983
140733,115772
140730,108827
140776,96288
140779,150876
140781,136590
140780,152591
140787,125235
140789,114198
140792,136911
140791,135731
140798,96587
140802,89893
140803,121192
140806,100769
140804,129891
140794,108827
140778,108827
140805,105434
140811,67262
140810,129466
140808,135911
140809,100475
140813,150238
140816,111019
140815,103128
140819,139016
140820,130047
140821,130281
140829,141180
140824,86687
140827,101320
140828,132327
140823,115201
140826,120010
140840,141180
140838,87787
140831,133736
140832,138920
140842,138692
140843,119772
140851,122559
140852,129201
140850,76390
140841,94017
140845,94017
140860,151430
140861,111770
140864,151430
140863,91559
140865,95166
140869,150293
140868,99398
140877,140802
140872,131476
140873,102690
140880,45815
140870,46464
140883,90089
140885,111770
140881,129483
140874,126956
140884,127159
140888,91942
140892,136314
140893,90436
140896,138408
140895,114188
140898,86397
140901,91445
140900,129338
140905,91559
140903,116130
140904,113004
140910,133835
140909,140272
140913,92982
140917,131127
140915,100971
140914,100971
140866,85420
140897,109346
140918,139666
140919,134108
140923,123078
140926,136836
140930,127541
140931,104703
140932,136801
140929,138920
140925,94441
140933,132420
140941,130207
140944,112466
140949,122478
140946,106080
140952,107019
140947,129886
140953,126758
140957,153467
140960,139388
140964,85420
140970,115154
140975,96806
140972,91445
140973,128312
140976,113305
140974,126333
140978,128312
140965,92279
140967,135350
140966,130029
140980,135350
140968,90391
141071,136538
141077,117950
141080,100140
141076,108679
141068,132225
141070,102538
141074,
141086,
141072,141074
140981,114081
141088,107167
141066,141072
141073,119394
141087,153511
140977,95330
141075,153512
141085,139161
141078,
141082,107167
141089,139161
141096,127010
141097,128312
141093,127146
141094,117791
141099,96806
141102,71051
141106,
141111,
141114,125679
141115,71051
141117,94868
141122,89959
141121,97801
141131,86425
141126,91747
141135,135731
141124,107597
141132,135779
141139,93145
141143,140132
141144,152505
141163,102006
141153,134154
141159,101800
141149,131625
141154,81330
141160,92279
141162,125235
141157,132522
141171,114262
141168,128422
141175,115404
141141,137954
141140,91057
141180,136801
141191,139492
141184,88281
141188,124278
141187,113084
141201,134338
141194,110076
141192,87555
141199,90882
141197,114198
141202,113208
141195,122952
141204,134338
141198,94650
141203,139775
141196,90882
141200,68077
141208,98608
141210,97491
141207,134338
141212,129466
141215,95895
141217,139277
141220,83843
141224,141225
141225,110068
141227,136738
141226,127354
141236,111303
141234,111303
141238,136502
141254,154662
141242,124166
141247,103771
141244,110790
141245,93181
141249,136502
141241,98934
141252,125623
141246,96411
141255,139161
141258,86425
141263,131170
141266,99398
141272,110105
141271,140827
141269,107173
141265,129288
141260,95606
141270,125391
141262,93181
141274,91604
141240,131173
141284,94591
141282,87443
141283,115469
141278,97327
141286,150386
141289,123814
141290,110880
141288,101814
141292,130540
150026,138692
150051,98055
150050,125235
150095,137567
150031,113917
150071,99398
150001,122107
150008,138432
150040,119395
150007,109459
150038,92121
150013,127541
150004,68077
150010,81797
150000,122931
150019,132942
150058,113339
150068,89981
150062,125679
150063,94451
150109,111577
150078,86899
150016,95606
150054,83642
150028,138669
150065,111252
150021,154782
150030,97491
150055,110999
150045,100289
150074,127761
150003,133915
150110,127132
150009,128741
150053,94451
150080,131491
150064,103771
150048,93087
150151,108295
150093,104703
150122,113168
150115,115404
150102,75715
150107,90436
150126,112068
150131,140872
150124,85953
150057,130946
150099,120030
150100,137199
150139,129338
150106,136801
150132,113004
150089,105834
150108,102538
150133,107235
150116,93284
150121,113309
150105,127489
150140,140424
150096,123684
150293,125146
150141,152354
150291,140027
150117,95828
150134,108150
150152,97248
150238,111380
150229,100238
150241,91559
150318,87480
150297,87232
150294,135142
150259,81099
150138,89575
150226,122638
150309,120263
150088,
150300,107503
150307,150096
150360,141072
150310,124012
150296,135350
150239,137217
150308,133597
150304,150238
150298,117355
150257,135083
150232,135083
150231,130950
150236,66297
150258,135083
150348,135083
150314,110853
150350,121182
150345,135317
150327,113004
150358,150386
150346,141141
150356,127146
150337,103529
150339,110076
150347,115560
150312,135350
150343,91959
150336,96279
150387,139161
150317,154343
150233,135083
150340,103615
150355,108679
150388,139161
150381,66297
150376,102531
150385,137624
150330,67252
150351,105126
150422,151934
150401,114837
150386,114837
150374,104960
150352,116209
150420,114837
150365,100394
150338,98599
150384,136590
150402,150386
150424,102947
150380,135083
150321,97557
150433,107394
150436,131129
150400,114805
150319,97557
150416,101404
150414,114805
150364,139425
150481,112009
150455,135083
150509,120405
150517,127436
150504,135083
150488,94017
150395,113147
150361,127709
150507,130950
150404,138408
150407,136261
150403,106297
150475,135354
150490,103571
150491,132298
150476,
150496,139231
150389,130207
150523,135083
150486,152591
150477,66297
150487,66297
150541,96256
150470,130950
150497,126128
150431,66297
150495,130533
150466,96933
150539,89983
150493,97471
150503,90436
150528,116393
150537,89983
150445,129870
150560,130950
150447,129870
150547,123078
150575,131440
150425,95759
150582,95696
150521,150906
150583,101868
150499,101868
150549,152819
150406,114469
150460,104323
150449,97491
150558,135083
150527,109798
150458,100089
150405,93284
150505,111712
150494,94536
150557,135083
150450,108395
150480,120075
150441,120260
150546,129870
150451,110076
150524,125272
150510,101725
150531,93082
150492,135792
150532,93084
150552,126338
150408,130657
150556,92211
150588,105335
150590,86059
150634,132468
150554,113084
150529,111303
150545,115486
150684,130950
150485,86425
150600,90332
150570,141225
150567,153467
150584,95881
150580,152506
150598,152506
150555,154464
150591,152506
150542,121032
150585,91445
150457,132663
150548,97491
150568,113208
150569,87260
150453,114376
150702,133737
150728,130533
150676,127945
150594,79336
150533,103716
150565,117570
150675,111014
150714,154391
150677,107199
150753,130950
150757,137581
150735,103547
150638,
150698,95023
150750,123370
150592,88047
150760,85713
150767,135083
150727,128708
150741,130479
150730,151322
150664,123007
150745,129288
150763,135317
150739,123058
150746,104227
150749,90287
150765,135083
150703,120209
150764,123814
150761,118464
150770,98690
150796,66297
150772,150131
150778,124667
150818,135083
150773,128295
150774,124667
150779,131132
150756,139666
150791,89101
150795,137567
150800,129577
150781,103063
150806,128907
150769,85420
150846,140310
150790,111014
150784,151994
150856,111800
150849,120238
150827,111019
150829,97491
150835,132942
150798,108150
150830,126956
150840,117359
150832,84514
150850,89053
150868,150869
150821,140692
150839,109346
150822,93082
150848,129867
150914,127709
150826,127599
150837,135350
150843,133915
150814,90362
150808,100089
150831,117918
150785,94451
150815,99398
150852,105192
150869,112680
150842,154310
150853,111577
150838,109346
150882,152819
150889,107677
150899,131476
150860,132213
150878,123537
150891,77966
150892,77966
150871,113671
150870,86899
150803,152427
150816,92982
150847,132522
150799,101401
150876,120636
150887,138270
150877,123537
150907,88213
150874,93615
150809,129288
150880,93294
150872,112413
150904,140272
150888,115990
150983,131440
150926,128974
150932,94349
150902,110207
150982,131440
150895,129755
150900,102465
150890,85647
150928,91747
150920,127618
150906,137954
150897,106488
150931,123873
150938,97316
150867,92279
150927,128111
150909,124641
150862,91453
150991,129338
150929,154662
150936,107694
150940,127618
150987,93224
150937,150141
150988,132298
150919,91773
150990,134657
150942,150941
151001,123873
151003,95696
150998,91888
151005,128838
150993,105335
151015,97758
150941,91560
150939,102696
150934,140027
151050,111625
150996,97707
151006,108021
151009,138669
150999,98563
151023,100238
150994,120118
151008,85579
151017,139231
151051,140272
151012,134879
151022,112465
151019,123014
151066,125235
151065,135142
151056,96132
151058,103790
151033,111962
151061,105434
151054,125385
151027,88625
151067,113647
151044,99398
151076,94750
151073,95759
151053,106467
151052,130540
151049,130533
151028,117623
151026,88737
151083,132213
151078,153236
151045,115563
151072,138835
151064,152817
151082,90332
151098,108353
151062,86605
151063,136738
151081,90332
151093,95606
151090,129466
151212,132420
151047,95401
151042,126670
151092,124271
151103,121960
151099,130317
151091,127169
151172,105372
151094,107235
151203,150791
151077,115844
151101,111019
151097,150521
151167,131057
151165,127832
151209,115509
151207,86663
151138,127135
151217,131491
151197,154762
151179,113004
151198,124012
151182,124568
151166,97316
151218,104703
151238,125819
151201,115901
151202,139094
151243,151872
151169,101930
151247,102727
151208,118865
151235,114188
151222,97775
151206,55986
151252,101868
151246,130533
151230,107235
151240,130317
151210,96294
151244,79336
151231,78156
151226,125623
151233,118425
151224,93987
151229,86663
151289,139666
151245,123343
151258,85713
151261,99398
151287,152740
151234,123343
151249,140872
151251,126765
151270,82400
151276,133540
151221,70857
151273,150791
151256,135142
151277,69123
151290,130140
151292,102827
151278,129338
151267,102690
151213,139094
151266,118183
151274,140167
151284,92056
151262,110363
151272,150937
151260,115808
151269,131175
151302,115624
151325,100027
151301,134091
151329,96270
151341,152740
151300,126683
151327,123537
151326,93224
151342,114188
151306,105263
151371,108827
151337,94017
151322,133836
151307,137874
151305,134108
151308,100550
151294,133157
151291,92962
151310,116447
151374,110151
151303,122478
151354,125126
151335,100370
151405,128545
151332,108295
151349,89983
151353,135060
151333,133835
151314,113647
151338,99013
151360,138166
151384,152632
151315,75500
151288,125819
151311,87443
151370,100140
